10029,2016-10-09,201.987640380859,480.5,10,2019.87634277344,4805,2785.12353515625,Store,No Discount,Fabrikam SLR Camera X150 Green,"Fabrikam, Inc.",Digital SLR Cameras,"Cameras and camcorders ",Europe,Bamberg,Germany
10030,2017-02-25,5.56801795959473,302,12,66.8162155151367,3593.80004882813,3526.98388671875,Store,North America Back-to-School Promotion,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,The Phone Company,"Smart phones & PDAs ",Cell phones,North America,Lewiston,United States
10033,2018-01-08,8.57412052154541,269,12,102.889450073242,3201.10009765625,3098.21044921875,Store,North America Back-to-School Promotion,SV Car Video TFT6.2W E6282 Black,Southridge Video,Car Video,TV and Video,North America,North Bend,United States
10035,2016-10-20,5.64743757247925,14.5200004577637,5,28.2371883392334,72.5999984741211,44.3628120422363,Store,No Discount,Contoso 1G MP3 Player E100 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Queen Anne's County,United States
10036,2017-03-17,179.834823608398,199,5,899.174133300781,995,95.8258666992188,Store,No Discount,Contoso Home Theater System 2.1 Channel E1220 Silver,"Contoso, Ltd",Home Theater System,TV and Video,Asia,Hong Kong,China
10037,2017-10-07,464.087829589844,799,10,4640.87841796875,7990,3349.12182617188,Store,No Discount,Litware Home Theater System 7.1 Channel M710 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Seattle,United States
10038,2017-12-23,188.32780456543,308,12,2259.93359375,3634.39990234375,1374.46643066406,Store,North America Back-to-School Promotion,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,"Touch Screen Phones ",Cell phones,North America,Madison,United States
1004,2018-08-27,395.217132568359,499,12,4742.60546875,5888.2001953125,1145.59436035156,Store,North America Spring Promotion,SV Car Video LCD7W M7081 Silver,Southridge Video,Car Video,TV and Video,North America,Naples,United States
10040,2018-04-30,222.908660888672,309,39,8693.4375,11803.7998046875,3110.36206054688,Online,North America Holiday Promotion,SV Car Video TFT7 M7001 Black,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
10042,2018-06-10,83.1263046264648,349.950012207031,8,665.010437011719,2589.6298828125,1924.61950683594,Store,European Holiday Promotion,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Televisions,TV and Video,Europe,Nantes,France
10044,2018-10-30,19.7645053863525,129,10,197.645050048828,1290,1092.35498046875,Reseller,No Discount,Proseware Ink Jet Wireless All-In-One Printer M400 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Seattle,United States
10045,2016-08-30,7.68759346008301,25.5,4,30.750373840332,102,71.249626159668,Reseller,North America Spring Promotion,Contoso Home/Office Laptop Power Adapter E300 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
10046,2017-06-30,232.148666381836,838,9,2089.337890625,7374.39990234375,5285.06201171875,Reseller,North America Spring Promotion,Fabrikam Business Videographer 2/3'' 17mm M280 White,"Fabrikam, Inc.",Camcorders,"Cameras and camcorders ",North America,Seattle,United States
10047,2019-04-09,9.49748516082764,26.8999996185303,16,151.959762573242,425.019989013672,273.060241699219,Store,European Holiday Promotion,Contoso Bright Light battery E20 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Bucharest,Romania
10048,2019-05-14,417.942840576172,679,13,5433.2568359375,8623.2998046875,3190.04296875,Store,Asian Holiday Promotion,WWI LCD22W M2003 Black,Wide World Importers,Monitors,Computers,Asia,Kolkata,India
10049,2018-02-05,34.2340202331543,59,12,410.808227539063,690.299987792969,279.491760253906,Store,North America Back-to-School Promotion,Adventure Works CRT17 E105 Black,Adventure Works,Monitors,Computers,North America,Hackensack,United States
1005,2018-08-11,30.4851779937744,248,6,182.911071777344,1488,1305.0888671875,Store,European Spring Promotion,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Saint Petersburg,Russia
10050,2017-08-28,52.2378082275391,67.4000015258789,12,626.853698730469,799.364013671875,172.510299682617,Store,European Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Bluetooth Headphones,Audio,Europe,Torino,Italy
10051,2017-08-07,136.188873291016,199,12,1634.26647949219,2360.13989257813,725.873474121094,Store,European Spring Promotion,Contoso Home Theater System 2.1 Channel E1220 Silver,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Lisbon,Portugal
10052,2016-09-17,23.1235027313232,35.9900016784668,10,231.23503112793,359.899993896484,128.664962768555,Online,No Discount,Contoso 4 Handset Cordless Phone System M86 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bethesda,United States
10054,2018-11-15,168.424697875977,500,20,3368.49389648438,10000,6631.505859375,Reseller,No Discount,SV Car Video LCD7W M7080 Silver,Southridge Video,Car Video,TV and Video,Europe,Paris,France
10056,2016-06-22,54.4695930480957,248,8,435.756744384766,1835.19995117188,1399.44323730469,Reseller,European Holiday Promotion,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Paris,France
10057,2016-11-03,68.8022766113281,189,6,412.813690185547,1134,721.186340332031,Store,Asian Summer Promotion,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,"Touch Screen Phones ",Cell phones,Asia,Busan,South Korea
10058,2017-01-10,312.280059814453,589,20,6245.60107421875,11780,5534.39892578125,Reseller,No Discount,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,"Touch Screen Phones ",Cell phones,Asia,Beijing,China
10059,2019-01-25,155.28352355957,299,10,1552.83532714844,2990,1437.16467285156,Online,No Discount,The Phone Company PDA Palm 3.7 inch M830 Silver,The Phone Company,"Smart phones & PDAs ",Cell phones,Asia,Beijing,China
1006,2018-06-27,321.439483642578,499,9,2892.95556640625,4441.10009765625,1548.14453125,Store,North America Spring Promotion,WWI Projector 480p DLP12 Black,Wide World Importers,Projectors & Screens,Computers,North America,Greenville,United States
10062,2018-07-21,61.9472427368164,95.9000015258789,9,557.525207519531,863.099975585938,305.574798583984,Store,North America Spring Promotion,SV 160GB USB2.0 Portable Hard Disk M65 Silver,Southridge Video,Computers Accessories,Computers,North America,Orange,United States
10064,2017-02-18,70.9148178100586,188.5,9,638.2333984375,1639.94995117188,1001.71661376953,Store,European Back-to-Scholl Promotion,A. Datum Advanced Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,"Cameras and camcorders ",Europe,Stockholm,Sweden
10065,2019-03-06,55.3422660827637,102,20,1106.84533691406,2040,933.154724121094,Catalog,No Discount,Proseware Photo Inkjet Printer E290 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,North Harford,United States
10067,2019-01-14,228.737518310547,699,10,2287.37524414063,6990,4702.625,Store,No Discount,WWI Laptop15 M0150 White,Wide World Importers,Laptops,Computers,Asia,Mumbai,India
10069,2017-02-25,2.44319033622742,129,12,29.3182830810547,1496.40002441406,1467.08166503906,Catalog,North America Back-to-School Promotion,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,North Harford,United States
10070,2017-04-11,3.10362124443054,25,13,40.3470764160156,315,274.652923583984,Store,North America Holiday Promotion,Contoso USB Cable M250 Yellow,"Contoso, Ltd",Cameras & Camcorders Accessories,"Cameras and camcorders ",North America,Miami,United States
10071,2019-04-11,5.80045032501221,11.8999996185303,26,150.811706542969,309.399993896484,158.588287353516,Store,North America Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Boulder,United States
10072,2019-03-14,14.2498197555542,248,10,142.498199462891,2480,2337.50170898438,Store,No Discount,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,New Bedford,United States
10073,2016-06-25,130.389663696289,309,8,1043.11730957031,2472,1428.88269042969,Reseller,European Holiday Promotion,SV Car Video TFT7 M7001 Brown,Southridge Video,Car Video,TV and Video,Europe,Paris,France
10074,2017-08-19,97.9010696411133,229,12,1174.81286621094,2699.90991210938,1525.09716796875,Store,European Spring Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Baumholder,Germany
10075,2016-09-13,139.281661987305,198,10,1392.81665039063,1980,587.183349609375,Catalog,No Discount,A. Datum Point n' Shoot Digital Camera M500 Grey,A. Datum Corporation,Digital Cameras,"Cameras and camcorders ",North America,North Harford,United States
10076,2016-11-18,484.208160400391,999,10,4842.08154296875,9990,5147.91845703125,Online,No Discount,Fabrikam Trendsetter 1/2'' 3mm X300 Black,"Fabrikam, Inc.",Camcorders,"Cameras and camcorders ",Europe,Berlin,Germany
10077,2017-02-06,3.71036601066589,4.73999977111816,120,445.243896484375,568.799987792969,123.556091308594,Store,North America Back-to-School Promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Buffalo,United States
10079,2017-05-13,2.39089202880859,23,13,31.0815963745117,299,267.918395996094,Store,North America Holiday Promotion,Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Virginia Beach,United States
1008,2017-03-25,2.28220248222351,230,10,22.8220233917236,2300,2277.17797851563,Store,No Discount,"The Phone Company Touch Screen Phones 26-2.2"" M200 Black",The Phone Company,"Touch Screen Phones ",Cell phones,North America,Vineland,United States
10083,2019-03-23,166.822280883789,339,20,3336.44580078125,6780,3443.55419921875,Online,No Discount,Contoso Home Theater System 5.1 Channel M1520 Black,"Contoso, Ltd",Home Theater System,TV and Video,Asia,Beijing,China
10084,2018-04-27,286.693206787109,489,13,3727.01196289063,6259.2001953125,2532.18823242188,Catalog,North America Holiday Promotion,Contoso Home Theater System 5.1 Channel M1510 Silver,"Contoso, Ltd",Home Theater System,TV and Video,North America,North Harford,United States
10086,2018-07-20,4.59373235702515,28.9899997711182,9,41.3435897827148,255.111999511719,213.768417358398,Store,Asian Spring Promotion,Contoso 2-Line Corded Cordless Telephone M202 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Tokyo,Japan
10087,2016-11-30,224.705551147461,329,12,2696.466796875,3915.10009765625,1218.63330078125,Store,North America Back-to-School Promotion,Contoso Home Theater System 2.1 Channel M1210 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,Texas City,United States
10088,2017-03-21,148.97917175293,469.970001220703,10,1489.79174804688,4699.7001953125,3209.908203125,Store,No Discount,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Televisions,TV and Video,North America,Charlottesville,United States
1009,2018-01-27,51.5148735046387,134,10,515.148742675781,1340,824.851257324219,Store,No Discount,Contoso 8GB MP3 Player new model M820 Black,"Contoso, Ltd",MP4&MP3,Audio,Asia,Yerevan,Armenia
10090,2016-10-22,8.9740629196167,24.9899997711182,100,897.406311035156,2499,1601.59375,Store,No Discount,Cigarette Lighter Adapter for Contoso Phones E110 Black,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Greeley,United States
10092,2016-08-10,19.3518371582031,43.810001373291,12,232.222045898438,525.719970703125,293.497955322266,Store,European Spring Promotion,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Carlisle,United Kingdom
10093,2017-06-09,46.8195343017578,77.6800003051758,9,421.375823974609,687.468017578125,266.092163085938,Store,North America Spring Promotion,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",MP4&MP3,Audio,North America,Aurora,United States
10096,2017-03-23,204.237045288086,402,20,4084.74096679688,8040,3955.25903320313,Reseller,No Discount,The Phone Company PDA Phone 4.7 inches L360 Black,The Phone Company,"Smart phones & PDAs ",Cell phones,Asia,Beijing,China
10097,2017-05-19,25.494327545166,301,13,331.426239013672,3672.19995117188,3340.77368164063,Store,North America Holiday Promotion,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,"Touch Screen Phones ",Cell phones,North America,Fall City,United States
10099,2017-10-24,147.100982666016,289.989990234375,12,1765.21179199219,3421.88208007813,1656.67016601563,Store,Asian Summer Promotion,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Shanghai,China
1010,2018-11-25,98.9058074951172,190,24,2373.7392578125,4503,2129.2607421875,Store,Asian Summer Promotion,WWI Screen 100in M1609 Black,Wide World Importers,Projectors & Screens,Computers,Asia,Tehran,Iran
10100,2018-04-08,484.690155029297,480,8,3877.52124023438,3648,-229.521270751953,Store,European Holiday Promotion,Contoso Home Theater System 4.1 Channel M1420 Silver,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Toulouse,France
10102,2016-06-18,1.12630891799927,25.6900005340576,4,4.50523567199707,97.6220016479492,93.1167678833008,Online,North America Spring Promotion,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
10103,2017-07-30,153.744323730469,219.949996948242,48,7379.72802734375,10526.806640625,3147.0791015625,Reseller,European Spring Promotion,WWI Desktop PC1.60 E1600 White,Wide World Importers,Desktops,Computers,Europe,Paris,France
10105,2017-08-15,21.1822662353516,109.98999786377,18,381.280822753906,1957.82202148438,1576.54113769531,Catalog,North America Spring Promotion,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
10107,2017-01-09,52.8565139770508,160,9,475.708618164063,1440,964.291381835938,Online,European Back-to-Scholl Promotion,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Berlin,Germany
10108,2019-05-11,221.442276000977,599,13,2878.74951171875,7667.2001953125,4788.45068359375,Store,North America Holiday Promotion,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Laptops,Computers,North America,Vancouver,Canada
10109,2018-09-04,11.0790357589722,79,10,110.79035949707,790,679.209655761719,Online,No Discount,SV 4GB Laptop Memory M65 Yellow,Southridge Video,Computers Accessories,Computers,North America,Bethesda,United States
10110,2018-11-12,269.989471435547,499.989990234375,10,2699.89477539063,4999.89990234375,2300.00512695313,Online,No Discount,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
10111,2019-04-25,565.40478515625,689,8,4523.23828125,5098.60009765625,575.361633300781,Reseller,European Holiday Promotion,Litware Home Theater System 5.1 Channel M513 Brown,"Litware, Inc.",Home Theater System,TV and Video,Europe,Paris,France
10113,2017-09-28,65.4695510864258,999,9,589.225952148438,8591.400390625,8002.173828125,Store,Asian Spring Promotion,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Camcorders,"Cameras and camcorders ",Asia,Bangkok,Thailand
10114,2017-07-29,347.399230957031,409,9,3126.59301757813,3660.55004882813,533.956848144531,Store,North America Spring Promotion,Contoso Home Theater System 4.1 Channel M1400 Silver,"Contoso, Ltd",Home Theater System,TV and Video,North America,East Orange,United States
10117,2017-12-26,161.035079956055,190,12,1932.42102050781,2280,347.579010009766,Store,No Discount,Proseware Screen 100in M1609 White,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Moscow,Russia
10119,2016-09-15,126.244499206543,269,4,504.977996826172,1022.20001220703,517.221984863281,Store,Asian Spring Promotion,SV Car Video TFT6.2W E6282 Black,Southridge Video,Car Video,TV and Video,Asia,Sydney,Australia
10120,2016-11-26,293.596527099609,499,10,2935.96533203125,4990,2054.03466796875,Store,No Discount,Proseware Projector 480p DLP12 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,Elmira,United States
10121,2017-01-25,15.2519388198853,15.8999996185303,6,91.5116348266602,89.0400009155273,-2.47163248062134,Reseller,North America Back-to-School Promotion,Contoso USB Wave Multi-media Keyboard E280 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
10123,2017-05-06,250.954147338867,299,8,2007.63317871094,2272.39990234375,264.766784667969,Store,European Holiday Promotion,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,"Smart phones & PDAs ",Cell phones,Europe,Strasbourg,France
10124,2018-02-03,14.7422533035278,52.1300010681152,27,398.040832519531,1397.083984375,999.043151855469,Online,European Back-to-Scholl Promotion,Contoso Digital Cameras Lightweight Tripod E316 White,"Contoso, Ltd",Cameras & Camcorders Accessories,"Cameras and camcorders ",Europe,Berlin,Germany
10125,2016-06-18,163.979156494141,188,13,2131.72900390625,2387.60009765625,255.870986938477,Store,Asian Holiday Promotion,A. Datum All in One Digital Camera M200 Grey,A. Datum Corporation,Digital Cameras,"Cameras and camcorders ",Asia,Shanghai,China
10126,2016-08-28,54.5166206359863,119,9,490.649597167969,1053.15002441406,562.500427246094,Store,North America Spring Promotion,SV 16xDVD M320 Black,Southridge Video,VCD & DVD,TV and Video,North America,Passaic,United States
10127,2016-08-03,114.76685333252,568,18,2065.80322265625,10110.400390625,8044.5966796875,Reseller,North America Spring Promotion,"Contoso SLR Camera 35"" X358 Black","Contoso, Ltd",Digital SLR Cameras,"Cameras and camcorders ",North America,Seattle,United States
10128,2017-06-18,206.547286987305,436.200012207031,9,1858.92553710938,3882.17993164063,2023.25439453125,Store,North America Spring Promotion,"Fabrikam SLR Camera 35"" X358 Silver","Fabrikam, Inc.",Digital SLR Cameras,"Cameras and camcorders ",North America,Fredericksburg,United States
10129,2016-10-10,411.765716552734,633,10,4117.6572265625,6330,2212.3427734375,Store,No Discount,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,"Fabrikam, Inc.",Camcorders,"Cameras and camcorders ",North America,Cape Canaveral,United States
1013,2016-07-23,226.959655761719,436.200012207031,9,2042.63696289063,3903.98999023438,1861.35314941406,Store,North America Spring Promotion,"Fabrikam SLR Camera 35"" X358 Black","Fabrikam, Inc.",Digital SLR Cameras,"Cameras and camcorders ",North America,New Haven,United States
10130,2016-11-04,122.448196411133,139,5,612.240966796875,695,82.7590026855469,Store,No Discount,Contoso Screen 85in E085 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,Fort Collins,United States
10131,2018-03-29,47.5817413330078,199,10,475.817413330078,1990,1514.1826171875,Store,No Discount,SV Car Video AM/FM E1000 Silver,Southridge Video,Car Video,TV and Video,North America,Milwaukee,United States
10133,2016-12-17,15.5766706466675,35.9900016784668,12,186.920043945313,428.281005859375,241.360946655273,Catalog,North America Back-to-School Promotion,Contoso Expandable 3-Handset Cordless Phone System M204 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,North Harford,United States
10134,2017-09-29,161.329925537109,399,10,1613.29919433594,3990,2376.70068359375,Store,No Discount,Contoso Home Theater System 5.1 Channel M1530 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,New Brunswick,United States
10135,2017-03-17,589.327941894531,699,8,4714.62353515625,5592,877.376708984375,Store,No Discount,Adventure Works Laptop15 M1501 Silver,Adventure Works,Laptops,Computers,North America,Naples,United States
10136,2019-04-28,15.5152616500854,23,13,201.698394775391,294.399993896484,92.7015991210938,Reseller,North America Holiday Promotion,Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Seattle,United States
10137,2018-02-06,3.56075644493103,9.98999977111816,10,35.6075630187988,99.9000015258789,64.2924346923828,Online,No Discount,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
10138,2017-07-31,24.352087020874,26.8999996185303,9,219.168792724609,242.100006103516,22.931209564209,Store,North America Spring Promotion,Contoso Bright Light battery E20 blue,"Contoso, Ltd",Computers Accessories,Computers,North America,Elmira,United States
10139,2016-09-02,40.8922805786133,75.9899978637695,5,204.461410522461,379.950012207031,175.48860168457,Store,No Discount,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Computers Accessories,Computers,North America,Desoto,United States
1014,2017-04-22,452.148468017578,699,13,5877.93017578125,8947.2001953125,3069.27001953125,Store,North America Holiday Promotion,SV Car Video LCD7W M7082 Black,Southridge Video,Car Video,TV and Video,North America,Brooklyn,United States
10140,2016-09-27,0.716793477535248,3.34999990463257,100,71.6793441772461,335,263.320648193359,Online,No Discount,Contoso In-Line Coupler E180 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Bethesda,United States
10141,2017-03-22,128.099166870117,196,10,1280.99169921875,1960,679.00830078125,Store,No Discount,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Yakima,United States
10144,2017-10-11,93.6461639404297,230,10,936.461669921875,2300,1363.53833007813,Store,No Discount,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,"Smart phones & PDAs ",Cell phones,North America,Greeley,United States
10145,2018-01-07,40.1533737182617,209,10,401.533752441406,2090,1688.46630859375,Store,No Discount,Proseware High Speed Laser M2000 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Yokohama,Japan
10146,2017-12-10,5.99220561981201,22,24,143.812942504883,512.599975585938,368.787048339844,Catalog,North America Back-to-School Promotion,Contoso 4-Line Expandable Cordless Phone System M900 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,North Harford,United States
10148,2018-09-11,131.407852172852,366,10,1314.07861328125,3660,2345.92138671875,Store,No Discount,Fabrikam Laptop12 M2000 White,"Fabrikam, Inc.",Laptops,Computers,North America,Waterbury,United States
10149,2016-12-21,194.131088256836,310,12,2329.57299804688,3627,1297.42700195313,Store,North America Back-to-School Promotion,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,"Smart phones & PDAs ",Cell phones,North America,Grand Prairie,United States
10150,2017-05-04,77.9096450805664,268,13,1012.82537841797,3323.19995117188,2310.37451171875,Store,North America Holiday Promotion,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,"Smart phones & PDAs ",Cell phones,North America,Humble,United States
10152,2017-12-07,118.620544433594,699,12,1423.44653320313,8388,6964.55322265625,Store,No Discount,WWI Laptop15 M0150 White,Wide World Importers,Laptops,Computers,Asia,Thimphu,Bhutan
